riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs2327429-T	3E-31	-	0.693	-	"0.0723 unit increase"	[0.06-0.084]	TARID	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:133888699	29212778	"van der Harst P"
rs2811686-T	1E-6	-	0.7463	-	"0.0312 unit decrease"	[0.019-0.044]	SLC2A12	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:134048286	29212778	"van der Harst P"
rs2153219-A	7E-7	-	0.8347	-	"0.0429 unit increase"	[0.026-0.06]	TAB2,ZC3H12D	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:149434559	29212778	"van der Harst P"
rs12663498-T	1E-9	-	0.091	-	"0.0591 unit decrease"	[0.04-0.078]	PLEKHG1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:150682704	29212778	"van der Harst P"
rs688359-A	5E-15	-	0.6112	-	"0.0526 unit decrease"	[0.039-0.066]	IGF2R	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:160044259	29212778	"van der Harst P"
rs147555597-A	3E-31	-	0.0088	-	"0.3977 unit increase"	[0.33-0.46]	LPAL2	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:160490564	29212778	"van der Harst P"
rs55730499-T	3E-154	-	0.0686	-	"0.3368 unit increase"	[0.31-0.36]	LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:160584578	29212778	"van der Harst P"
rs41272114-T	3E-11	-	0.0361	-	"0.1153 unit decrease"	[0.081-0.149]	LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:160585045	29212778	"van der Harst P"
rs41269133-T	2E-8	-	0.9118	-	"0.0637 unit increase"	[0.041-0.086]	PLG,LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:160666831	29212778	"van der Harst P"
rs186696265-T	5E-92	-	0.0131	-	"0.5467 unit increase"	[0.49-0.6]	LPA,PLG	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:160690668	29212778	"van der Harst P"
rs10267593-A	5E-9	-	0.2052	-	"0.0412 unit decrease"	[0.027-0.055]	MAD1L1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:1897625	29212778	"van der Harst P"
rs11509880-A	3E-8	-	0.3646	-	"0.0367 unit increase"	[0.024-0.05]	TMEM106B	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:12222285	29212778	"van der Harst P"
rs2107595-A	4E-24	-	0.1802	-	"0.0815 unit increase"	[0.066-0.097]	HDAC9,TWIST1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:19009765	29212778	"van der Harst P"
rs4719608-A	4E-6	-	0.2686	-	"0.0329 unit increase"	[0.019-0.047]	ITGB8-AS1,GIRGL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:20252511	29212778	"van der Harst P"
rs35146811-A	2E-6	-	0.7245	-	"0.0337 unit decrease"	[0.02-0.048]	CNPY4	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:100123371	29212778	"van der Harst P"
rs68170813-T	6E-6	-	0.7654	-	"0.0343 unit increase"	[0.02-0.049]	DUS4L-BCAP29,BCAP29	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:107619276	29212778	"van der Harst P"
rs10249651-T	4E-8	-	0.6232	-	"0.0311 unit decrease"	[0.02-0.042]	CFTR,ASZ1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:117424571	29212778	"van der Harst P"
rs11556924-T	1E-24	-	0.36	-	"0.0618 unit decrease"	[0.05-0.074]	ZC3HC1,UBE2H-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:130023656	29212778	"van der Harst P"
rs11556924-T	2E-18	-	0.3761	-	"0.0575 unit decrease"	[0.045-0.07]	ZC3HC1,UBE2H-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:130023656	29212778	"van der Harst P"
rs7783857-C	2E-6	-	0.7155	-	"0.0297 unit decrease"	[0.018-0.042]	KLF14,LINC-PINT	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:130754299	29212778	"van der Harst P"
rs10237377-T	9E-11	-	0.3637	-	"0.0423 unit decrease"	[0.03-0.055]	PARP12	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:140057336	29212778	"van der Harst P"
rs3918226-T	3E-21	-	0.0724	-	"0.1219 unit increase"	[0.097-0.147]	NOS3	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:150993088	29212778	"van der Harst P"
rs6997340-T	5E-9	-	0.305	-	"0.036 unit increase"	[0.024-0.048]	PSD3,NAT2	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:18429487	29212778	"van der Harst P"
rs6997330-C	8E-11	-	0.044	-	"0.1291 unit increase"	[0.09-0.168]	LPL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:19943018	29212778	"van der Harst P"
rs264-A	6E-12	-	0.1412	-	"0.0632 unit decrease"	[0.045-0.081]	LPL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:19955669	29212778	"van der Harst P"
rs11204085-T	5E-14	-	0.5802	-	"0.0432 unit increase"	[0.032-0.054]	RPL30P9,LPL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:20083285	29212778	"van der Harst P"
rs6984210-C	2E-11	-	0.9382	-	"0.0846 unit decrease"	[0.06-0.109]	BMP1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:22176102	29212778	"van der Harst P"
rs113756303-T	9E-7	-	0.2192	-	"0.0398 unit increase"	[0.024-0.056]	RNA5SP258,PPP2R2A	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:26245256	29212778	"van der Harst P"
rs12675257-T	1E-6	-	0.135	-	"0.0438 unit increase"	[0.026-0.062]	GEM,RPS4XP10	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:94267412	29212778	"van der Harst P"
rs2342781-C	2E-7	-	0.4863	-	"0.0297 unit decrease"	[0.019-0.041]	ZFPM2	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:105253492	29212778	"van der Harst P"
rs2954029-A	1E-25	-	0.5421	-	"0.0666 unit increase"	[0.054-0.079]	TRIB1AL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:125478730	29212778	"van der Harst P"
rs2954029-A	6E-23	-	0.5398	-	"0.0546 unit increase"	[0.044-0.065]	TRIB1AL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:125478730	29212778	"van der Harst P"
rs475957-T	3E-6	-	0.1428	-	"0.0437 unit decrease"	[0.025-0.062]	TTC39B	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:15229624	29212778	"van der Harst P"
rs896655-A	2E-12	-	0.5985	-	"0.04 unit increase"	[0.029-0.051]	MTAP,RN7SL151P	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:21706572	29212778	"van der Harst P"
rs3217978-A	2E-10	-	0.0236	-	"0.1546 unit decrease"	[0.11-0.2]	CDKN2B-AS1,CDKN2B	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:22007331	29212778	"van der Harst P"
rs1333049-C	2E-192	-	0.4847	-	"0.1879 unit increase"	[0.18-0.2]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:22125504	29212778	"van der Harst P"
rs1322052-T	2E-7	-	0.7041	-	"0.0337 unit increase"	[0.021-0.046]	TEK	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:27179246	29212778	"van der Harst P"
rs4743150-T	4E-6	-	0.2227	-	"0.0355 unit decrease"	[0.02-0.051]	HEMGN,ANP32B	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:97977842	29212778	"van der Harst P"
rs4149309-A	5E-6	-	0.8413	-	"0.0418 unit decrease"	[0.024-0.06]	ABCA1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:104827299	29212778	"van der Harst P"
rs1800978-C	4E-7	-	0.8664	-	"0.0438 unit increase"	[0.027-0.061]	ABCA1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:104903697	29212778	"van der Harst P"
rs944172-T	1E-11	-	0.7197	-	"0.0422 unit decrease"	[0.03-0.054]	RNU6-1064P,RNU6-996P	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:107755513	29212778	"van der Harst P"
rs111245230-T	8E-9	-	0.9647	-	"0.098 unit decrease"	[0.065-0.131]	SVEP1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:110407495	29212778	"van der Harst P"
rs10818576-T	8E-9	-	0.7561	-	"0.0429 unit decrease"	[0.028-0.057]	DAB2IP	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:121650669	29212778	"van der Harst P"
rs2075291-A	7E-10	-	0.055	1.636	-	[1.479-1.793]	APOA5	"Coronary artery disease"	"coronary artery disease"	-	GCST005172	11:116790676	29263402	"Han Y"
rs4977574-G	1E-7	-	0.48	1.2	-	[1.12-1.29]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST005172	9:22098575	29263402	"Han Y"
rs74617384-T	3E-12	-	NR	1.38	-	[1.26-1.51]	LPA	"Coronary artery disease in diabetes"	"coronary artery disease"	"diabetes mellitus"	GCST006405	6:160576086	30003307	"Fall T"
rs10811652-C	6E-11	-	NR	1.19	-	[1.13-1.26]	CDKN2B-AS1	"Coronary artery disease in diabetes"	"coronary artery disease"	"diabetes mellitus"	GCST006405	9:22077086	30003307	"Fall T"
rs12740374-?	2E-26	-	NR	-	-	-	CELSR2	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	1:109274968	37947095	"Guo Y"
rs11591147-?	2E-14	-	NR	-	-	-	PCSK9	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	1:55039974	37947095	"Guo Y"
rs17114046-?	6E-13	-	NR	-	-	-	PLPP3	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	1:56500678	37947095	"Guo Y"
chr1:222924147-?	1E-10	-	NR	-	-	-	-	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	-	37947095	"Guo Y"
rs34083049-?	2E-8	-	NR	-	-	-	CICP13,RNU6-791P	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	1:222475262	37947095	"Guo Y"
rs596773-?	4E-8	-	NR	-	-	-	CELSR2	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	1:109254135	37947095	"Guo Y"
rs147932234-?	1E-10	-	NR	-	-	-	NBEAL1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	2:203087123	37947095	"Guo Y"
rs16986953-?	7E-9	-	NR	-	-	-	CISD1P1,LINC01808	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	2:19742712	37947095	"Guo Y"
rs55868816-?	4E-8	-	NR	-	-	-	PARTICL,RPSAP22	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	2:85509570	37947095	"Guo Y"
rs1145101-?	9E-9	-	NR	-	-	-	STAG1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	3:136350444	37947095	"Guo Y"
rs701141-?	3E-8	-	NR	-	-	-	GPR149	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	3:154343264	37947095	"Guo Y"
rs13139571-?	2E-11	-	NR	-	-	-	GUCY1A1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	4:155724361	37947095	"Guo Y"
rs58721068-?	4E-10	-	NR	-	-	-	EDNRA,PRMT5P1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	4:147466549	37947095	"Guo Y"
rs36121800-?	2E-9	-	NR	-	-	-	MCUB	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	4:109616095	37947095	"Guo Y"
rs3775058-?	4E-8	-	NR	-	-	-	UNC5C	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	4:95196220	37947095	"Guo Y"
rs246600-?	2E-8	-	NR	-	-	-	ARHGAP26	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	5:143137332	37947095	"Guo Y"
rs17263917-?	3E-8	-	NR	-	-	-	SNHG18	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	5:9552226	37947095	"Guo Y"
rs55730499-?	4E-80	-	NR	-	-	-	LPA	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160584578	37947095	"Guo Y"
rs140570886-?	5E-49	-	NR	-	-	-	LPA	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160591981	37947095	"Guo Y"
rs544366796-?	9E-21	-	NR	-	-	-	SLC22A3	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160409518	37947095	"Guo Y"
rs386453-?	9E-18	-	NR	-	-	-	SLC22A2,SLC22A3	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160338808	37947095	"Guo Y"
rs1535616-?	5E-16	-	NR	-	-	-	TARID,LINC01312	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:133849994	37947095	"Guo Y"
rs747206656-?	1E-15	-	NR	-	-	-	PHACTR1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:12873809	37947095	"Guo Y"
rs6938647-?	5E-15	-	NR	-	-	-	LPA	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160565883	37947095	"Guo Y"
rs10526739-?	1E-13	-	NR	-	-	-	LPA	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160608820	37947095	"Guo Y"
rs143346373-?	7E-10	-	NR	-	-	-	FLJ12825,FAM242C	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	12:54120593	37947095	"Guo Y"
rs112403212-?	4E-9	-	NR	-	-	-	SCARB1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	12:124818708	37947095	"Guo Y"
rs11044977-?	4E-8	-	NR	-	-	-	TCP1P3,LINC02468	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	12:20005226	37947095	"Guo Y"
rs11617955-?	1E-10	-	NR	-	-	-	COL4A1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	13:110165755	37947095	"Guo Y"
rs3783113-?	2E-9	-	NR	-	-	-	COL4A1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	13:110182399	37947095	"Guo Y"
rs764429222-?	2E-16	-	NR	-	-	-	FES	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	15:90885291	37947095	"Guo Y"
rs11072811-?	5E-16	-	NR	-	-	-	MORF4L1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	15:78839988	37947095	"Guo Y"
rs12324886-?	4E-14	-	NR	-	-	-	ADAMTS7	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	15:78761766	37947095	"Guo Y"
rs56375023-?	5E-8	-	NR	-	-	-	SMAD3	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	15:67156025	37947095	"Guo Y"
rs7500448-?	2E-8	-	NR	-	-	-	CDH13	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	16:83012185	37947095	"Guo Y"
rs917054-?	4E-12	-	NR	-	-	-	FLJ40194	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	17:49262791	37947095	"Guo Y"
chr17:2038180-?	8E-9	-	NR	-	-	-	-	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	-	37947095	"Guo Y"
rs1065853-?	7E-23	-	NR	-	-	-	APOC1,APOE	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	19:44909976	37947095	"Guo Y"
rs769449-?	5E-20	-	NR	-	-	-	APOE	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	19:44906745	37947095	"Guo Y"
rs56125973-?	8E-15	-	NR	-	-	-	SMARCA4	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	19:11077488	37947095	"Guo Y"
rs6859-?	1E-9	-	NR	-	-	-	NECTIN2	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	19:44878777	37947095	"Guo Y"
rs12980839-?	3E-9	-	NR	-	-	-	TGFB1,CCDC97	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	19:41314308	37947095	"Guo Y"
rs2241717-?	6E-9	-	NR	-	-	-	TGFB1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	19:41348147	37947095	"Guo Y"
rs28451064-?	4E-17	-	NR	-	-	-	KCNE2,LINC00310,MRPS6	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	21:34221526	37947095	"Guo Y"
rs622217-?	2E-13	-	NR	-	-	-	SLC22A2,SLC22A3	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160345738	37947095	"Guo Y"
rs202158545-?	3E-13	-	NR	-	-	-	LPA,PLG	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160680169	37947095	"Guo Y"
rs783175-?	1E-10	-	NR	-	-	-	PLG	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160750632	37947095	"Guo Y"
rs75991907-?	5E-10	-	NR	-	-	-	PLG,MAP3K4-AS1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160861649	37947095	"Guo Y"
rs148349043-?	1E-9	-	NR	-	-	-	AGPAT4	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:161238337	37947095	"Guo Y"
rs79570361-?	3E-9	-	NR	-	-	-	PLG	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160749823	37947095	"Guo Y"
rs1998043-?	4E-9	-	NR	-	-	-	LPA,PLG	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160676839	37947095	"Guo Y"
rs78707197-?	6E-9	-	NR	-	-	-	TENT5A	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:81749317	37947095	"Guo Y"
rs553100369-?	8E-9	-	NR	-	-	-	LPA	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160588257	37947095	"Guo Y"
rs9457853-?	4E-8	-	NR	-	-	-	SLC22A2	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160182562	37947095	"Guo Y"
rs146184004-?	4E-8	-	NR	-	-	-	SLC22A3,SLC22A2	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	6:160345302	37947095	"Guo Y"
rs3918226-?	1E-10	-	NR	-	-	-	NOS3	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	7:150993088	37947095	"Guo Y"
rs2107595-?	1E-9	-	NR	-	-	-	HDAC9,TWIST1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	7:19009765	37947095	"Guo Y"
rs263-?	2E-9	-	NR	-	-	-	LPL	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	8:19955301	37947095	"Guo Y"
rs2954021-?	3E-8	-	NR	-	-	-	TRIB1AL	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	8:125469835	37947095	"Guo Y"
rs4007642-?	3E-85	-	NR	-	-	-	CDKN2B-AS1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	9:22093300	37947095	"Guo Y"
rs13298881-?	1E-14	-	NR	-	-	-	CDKN2B-AS1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	9:22012052	37947095	"Guo Y"
rs1855185-?	8E-11	-	NR	-	-	-	CDKN2B-AS1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	9:22073997	37947095	"Guo Y"
rs16905599-?	2E-8	-	NR	-	-	-	CDKN2B-AS1	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	9:22069145	37947095	"Guo Y"
rs2128739-?	5E-13	-	NR	-	-	-	PDGFDDN	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	11:103802549	37947095	"Guo Y"
chr11:120206635-?	2E-9	-	NR	-	-	-	-	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	-	37947095	"Guo Y"
rs604723-?	5E-9	-	NR	-	-	-	ARHGAP42	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	11:100739815	37947095	"Guo Y"
rs796639006-?	3E-8	-	NR	-	-	-	HMBS	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	11:119087239	37947095	"Guo Y"
rs378825-?	4E-8	-	NR	-	-	-	SWAP70	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	11:9745385	37947095	"Guo Y"
rs1169288-?	6E-12	-	NR	-	-	-	HNF1A-AS1,HNF1A	"Coronary heart disease"	"coronary artery disease"	-	GCST90446534	12:120978847	37947095	"Guo Y"
rs376825901-?	7E-6	"(Middle Eastern)"	NR	2.03	-	[1.49-2.78]	GNGT1	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	7:93714028	36252120	"Saad M"
rs79059320-?	8E-6	"(Middle Eastern)"	NR	2.63	-	[1.71-4.03]	KIF1A	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	2:240720695	36252120	"Saad M"
rs9542292-?	8E-6	"(Middle Eastern)"	NR	1.53	-	[1.27-1.84]	RNU6-54P,ATXN8OS	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	13:70382799	36252120	"Saad M"
rs56006858-?	8E-6	"(Middle Eastern)"	NR	0.46	-	[0.33-0.65]	PSD3,SH2D4A	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	8:19283889	36252120	"Saad M"
rs11883523-?	8E-6	"(Middle Eastern)"	NR	0.66	-	[0.55-0.79]	NRXN1,SNORA75	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	2:49913817	36252120	"Saad M"
rs75413826-?	8E-6	"(Middle Eastern)"	NR	2.6	-	[1.7-3.97]	P4HA2	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	5:132229777	36252120	"Saad M"
rs917306-?	2E-6	"(Middle Eastern)"	NR	0.49	-	[0.37-0.66]	CORO7,CORO7-PAM16	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	16:4390744	36252120	"Saad M"
rs58768859-?	2E-6	"(Middle Eastern)"	NR	0.66	-	[0.55-0.78]	LINC02646	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	10:130464171	36252120	"Saad M"
rs12145797-?	3E-6	"(Middle Eastern)"	NR	1.35	-	[1.19-1.53]	LINC01676,SEPTIN2P1	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	1:105639253	36252120	"Saad M"
rs7690530-?	3E-6	"(Middle Eastern)"	NR	0.72	-	[0.63-0.83]	RBM47	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	4:40630591	36252120	"Saad M"
rs6959554-?	4E-6	"(Middle Eastern)"	NR	1.36	-	[1.19-1.54]	TNS3	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	7:47305404	36252120	"Saad M"
rs114309202-?	4E-6	"(Middle Eastern)"	NR	1.65	-	[1.33-2.04]	ABCG8	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	2:43860473	36252120	"Saad M"
rs17533293-?	5E-6	"(Middle Eastern)"	NR	0.72	-	[0.62-0.83]	RAP1BP2,EZRP1	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	3:104093582	36252120	"Saad M"
rs866003556-?	5E-6	"(Middle Eastern)"	NR	0.14	-	[0.06-0.34]	LRRC7	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	1:69721078	36252120	"Saad M"
rs7438816-?	5E-6	"(Middle Eastern)"	NR	0.57	-	[0.45-0.73]	LINC02994	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	4:84290791	36252120	"Saad M"
rs114906338-?	5E-6	"(Middle Eastern)"	NR	0.54	-	[0.41-0.7]	MIR572,LINC02498	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	4:11348576	36252120	"Saad M"
rs73346517-?	6E-6	"(Middle Eastern)"	NR	1.44	-	[1.23-1.69]	RNLS,MED6P1	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	10:88068397	36252120	"Saad M"
rs79413635-?	9E-6	"(Middle Eastern)"	NR	0.17	-	[0.07-0.38]	RPS11P1,LINC02871	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	20:11057736	36252120	"Saad M"
rs12950395-?	1E-5	"(Middle Eastern)"	NR	2.14	-	[1.52-3.01]	CDRT8,CDRT7	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	17:15036260	36252120	"Saad M"
rs77053486-?	1E-5	"(Middle Eastern)"	NR	0.37	-	[0.23-0.58]	RNU6-976P,MTCYBP27	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	14:84366843	36252120	"Saad M"
rs777399929-?	1E-5	"(Middle Eastern)"	NR	3.35	-	[1.95-5.77]	RHOF,LINC01089	"Coronary heart disease"	"coronary artery disease"	-	GCST90258671	12:121802256	36252120	"Saad M"
rs9556903-?	8E-11	-	NR	-	"0.0440569 unit decrease"	[0.031-0.057]	FARP1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	13:98207081	33020668	"Koyama S"
rs9515203-?	5E-27	-	NR	-	"0.0637295 unit decrease"	[0.052-0.075]	COL4A2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	13:110397276	33020668	"Koyama S"
rs9549328-?	9E-9	-	NR	-	"0.0328954 unit increase"	[0.022-0.044]	MCF2L	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	13:112981842	33020668	"Koyama S"
rs1051860-?	1E-8	-	NR	-	"0.028121 unit decrease"	[0.018-0.038]	TOMM20L-DT,ARID4A	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	14:58371950	33020668	"Koyama S"
rs175040-?	1E-12	-	NR	-	"0.0364734 unit decrease"	[0.026-0.047]	EIF2B2,PGF	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	14:75002852	33020668	"Koyama S"
rs12893887-?	2E-22	-	NR	-	"0.0600601 unit decrease"	[0.048-0.072]	HHIPL1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	14:99645228	33020668	"Koyama S"
rs35224956-?	3E-9	-	NR	-	"0.0306211 unit increase"	[0.02-0.041]	MARK3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	14:103434144	33020668	"Koyama S"
rs17228058-?	1E-19	-	NR	-	"0.0594038 unit decrease"	[0.047-0.072]	SMAD3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	15:67157967	33020668	"Koyama S"
rs28522673-?	2E-11	-	NR	-	"0.0437624 unit increase"	[0.031-0.057]	LOXL1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	15:73931375	33020668	"Koyama S"
rs7173743-?	4E-44	-	NR	-	"0.0678739 unit decrease"	[0.058-0.077]	MORF4L1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	15:78849442	33020668	"Koyama S"
rs1879454-?	4E-10	-	NR	-	"0.0362355 unit decrease"	[0.025-0.048]	CFAP161	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	15:81085376	33020668	"Koyama S"
rs745386-?	2E-26	-	NR	-	"0.0742465 unit decrease"	[0.061-0.088]	KRT18P47,CARMAL	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	15:89029645	33020668	"Koyama S"
rs7177338-?	2E-34	-	NR	-	"0.0643574 unit decrease"	[0.054-0.075]	FES	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	15:90885406	33020668	"Koyama S"
rs2076438-?	3E-8	-	NR	-	"0.0280613 unit increase"	[0.018-0.038]	TMEM204,IFT140	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	16:1534617	33020668	"Koyama S"
rs216158-?	4E-8	-	NR	-	"0.0285939 unit decrease"	[0.018-0.039]	MYH11	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	16:15823981	33020668	"Koyama S"
rs34042070-?	9E-13	-	NR	-	"0.0407425 unit increase"	[0.03-0.052]	HPR	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	16:72067626	33020668	"Koyama S"
