riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
chr6:33683548-?	1E-5	-	NR	-	"0.005 unit decrease"	[0.003-0.007]	-	"Total cholesterol in very very large VLDL"	"total cholesterol measurement,blood VLDL cholesterol amount"	-	GCST90292646	-	37255970	"Fuller H"
chr6:33658780-?	1E-5	-	NR	-	"0.01 unit decrease"	[0.0061-0.0139]	-	"Total cholesterol in very large VLDL"	"total cholesterol measurement,blood VLDL cholesterol amount"	-	GCST90292653	-	37255970	"Fuller H"
chr2:118672217-?	8E-6	-	NR	-	"0.003 unit decrease"	[0.001-0.005]	-	"Total cholesterol in very very large VLDL"	"total cholesterol measurement,blood VLDL cholesterol amount"	-	GCST90292792	-	37255970	"Fuller H"
chr11:42113518-?	7E-6	-	NR	-	"0.005 unit decrease"	[0.003-0.007]	-	"Total cholesterol in very very large VLDL"	"total cholesterol measurement,blood VLDL cholesterol amount"	-	GCST90292792	-	37255970	"Fuller H"
chr6:86982731-?	5E-6	-	NR	-	"0.013 unit increase"	[0.0071-0.0189]	-	"Total cholesterol levels in medium HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90292730	-	37255970	"Fuller H"
rs72999033-T	1E-16	-	0.06	-	"0.18 unit decrease"	[-0.14--0.22]	HAPLN4	"Total cholesterol levels in medium VLDL"	"total cholesterol measurement,blood VLDL cholesterol amount"	-	GCST90132689	19:19255823	27005778	"Kettunen J"
rs247617-A	6E-97	-	0.3	-	"0.23 unit increase"	[0.21-0.25]	CETP,HERPUD1	"Total cholesterol levels in HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90132681	16:56956804	27005778	"Kettunen J"
rs75835816-?	4E-14	"(conditioned on lead variant)"	NR	-	"0.279236 unit decrease"	[-0.21--0.35]	LPL,RPL30P9	"Total cholesterol levels in HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90132681	8:20028002	27005778	"Kettunen J"
rs11076175-?	8E-29	"(conditioned on lead variant)"	NR	-	"0.1511545 unit decrease"	[-0.12--0.18]	CETP	"Total cholesterol levels in HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90132681	16:56972466	27005778	"Kettunen J"
rs6756629-A	1E-14	-	0.08	-	"0.14 unit decrease"	[-0.1--0.18]	ABCG8,ABCG5	"Total cholesterol levels in LDL"	"total cholesterol measurement,low density lipoprotein cholesterol measurement"	-	GCST90132686	2:43837951	27005778	"Kettunen J"
rs4703667-C	3E-18	-	0.39	-	"0.09 unit increase"	[0.07-0.11]	ANKRD31,HMGCR	"Total cholesterol levels in small LDL"	"total cholesterol measurement,low density lipoprotein cholesterol measurement"	-	GCST90132690	5:75318081	27005778	"Kettunen J"
rs2575876-A	3E-15	-	0.19	-	"0.1 unit decrease"	[-0.08--0.12]	ABCA1	"Total cholesterol levels in very large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90132692	9:104903458	27005778	"Kettunen J"
rs79598313-C	5E-13	-	0.976799	-	"0.0873678 unit increase"	[0.064-0.111]	KDF1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:26958422	35213538	"Richardson TG"
rs61781392-C	7E-13	-	0.783281	-	"0.031718 unit increase"	[0.023-0.04]	PABPC4,HEYL	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:39617969	35213538	"Richardson TG"
rs150429317-G	5E-8	-	0.959339	-	"0.0504262 unit decrease"	[0.032-0.069]	FNBP1L,Y_RNA	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:93400553	35213538	"Richardson TG"
rs333947-G	6E-9	-	0.849872	-	"0.0295414 unit increase"	[0.02-0.04]	CSF1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:109928142	35213538	"Richardson TG"
rs5082-G	9E-11	-	0.379253	-	"0.0243297 unit increase"	[0.017-0.032]	APOA2,TOMM40L	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:161223893	35213538	"Richardson TG"
rs6681348-A	2E-8	-	0.467759	-	"0.0205924 unit increase"	[0.013-0.028]	RNA5SP69,C1orf220	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:178557136	35213538	"Richardson TG"
rs6694102-G	1E-17	-	0.679079	-	"0.0332553 unit increase"	[0.026-0.041]	LINC01344	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:182150197	35213538	"Richardson TG"
rs2642438-A	8E-15	-	0.29615	-	"0.0309521 unit decrease"	[0.023-0.039]	MTARC1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:220796686	35213538	"Richardson TG"
rs11122450-T	1E-30	-	0.388529	-	"0.0428733 unit decrease"	[0.036-0.05]	GALNT2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	1:230166065	35213538	"Richardson TG"
rs907866-G	4E-8	-	0.556788	-	"0.0201371 unit increase"	[0.013-0.027]	RPS16P2,RN7SL140P	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	2:20171619	35213538	"Richardson TG"
rs673548-G	5E-38	-	0.793925	-	"0.0577476 unit decrease"	[0.049-0.067]	APOB	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	2:21014672	35213538	"Richardson TG"
rs1260326-T	3E-25	-	0.396018	-	"0.0385761 unit decrease"	[0.031-0.046]	GCKR	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	2:27508073	35213538	"Richardson TG"
rs13389219-C	1E-25	-	0.607468	-	"0.039025 unit decrease"	[0.032-0.046]	COBLL1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	2:164672366	35213538	"Richardson TG"
rs78058190-G	2E-11	-	0.949892	-	"0.063044 unit increase"	[0.045-0.081]	RPL23AP31,PRKAG3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	2:218835276	35213538	"Richardson TG"
rs1024137-G	2E-29	-	0.353499	-	"0.0427504 unit increase"	[0.035-0.05]	NYAP2,MIR5702	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	2:226231160	35213538	"Richardson TG"
rs59104589-C	8E-11	-	0.641164	-	"0.0246588 unit decrease"	[0.017-0.032]	HDLBP	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	2:241298487	35213538	"Richardson TG"
rs11922042-T	2E-10	-	0.982793	-	"0.0959121 unit increase"	[0.066-0.125]	SYN2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	3:12164989	35213538	"Richardson TG"
rs763607523-TCA	5E-8	-	0.0576677	-	"0.0426781 unit increase"	[0.027-0.058]	PDE4D	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	5:59159975	35213538	"Richardson TG"
rs9844972-G	9E-9	-	0.929237	-	"0.0414789 unit increase"	[0.027-0.056]	LINC01214	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	3:150379848	35213538	"Richardson TG"
rs57912727-A	7E-9	-	0.863315	-	"0.0308202 unit increase"	[0.02-0.041]	ETV5	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	3:186086794	35213538	"Richardson TG"
rs756350040-TGACA	4E-8	-	0.927613	-	"0.0388995 unit decrease"	[0.025-0.053]	HAPLN4	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	19:19259532	35213538	"Richardson TG"
rs1065853-G	3E-28	-	0.919419	-	"0.0740066 unit increase"	[0.061-0.087]	APOC1,APOE	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	19:44909976	35213538	"Richardson TG"
rs5167-T	2E-24	-	0.647734	-	"0.0388995 unit decrease"	[0.031-0.046]	APOC4,APOC4-APOC2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	19:44945208	35213538	"Richardson TG"
rs759819-T	4E-9	-	0.673263	-	"0.0228701 unit decrease"	[0.015-0.03]	MIR4752,LILRA5	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	19:54304302	35213538	"Richardson TG"
rs1800961-C	7E-19	-	0.9698	-	"0.0942711 unit increase"	[0.073-0.115]	HNF4A	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	20:44413724	35213538	"Richardson TG"
rs76070947-C	2E-11	-	0.953051	-	"0.0579868 unit increase"	[0.041-0.075]	WFDC2,RPL5P2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	20:45484646	35213538	"Richardson TG"
rs1057208-C	3E-285	-	0.813723	-	"0.168784 unit increase"	[0.16-0.18]	PCIF1,PLTP	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	20:45934368	35213538	"Richardson TG"
rs4239651-T	1E-13	-	0.205758	-	"0.0332906 unit decrease"	[0.024-0.042]	SULF2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	20:47711852	35213538	"Richardson TG"
rs5754100-T	3E-8	-	0.811709	-	"0.0258959 unit increase"	[0.017-0.035]	UBE2L3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	22:21561877	35213538	"Richardson TG"
rs1293261-A	4E-8	-	0.474824	-	"0.0218899 unit decrease"	[0.014-0.03]	RHCE	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	1:25386743	35213538	"Richardson TG"
rs11591147-G	1E-96	-	0.982543	-	"0.317132 unit increase"	[0.29-0.35]	PCSK9	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	1:55039974	35213538	"Richardson TG"
rs11206517-T	7E-17	-	0.966988	-	"0.0931447 unit decrease"	[0.071-0.115]	PCSK9	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	1:55060755	35213538	"Richardson TG"
rs1168107-A	3E-11	-	0.350928	-	"0.0277305 unit decrease"	[0.02-0.036]	DOCK7-DT	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	1:62695502	35213538	"Richardson TG"
rs12740374-G	3E-85	-	0.778936	-	"0.0938861 unit increase"	[0.084-0.103]	CELSR2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	1:109274968	35213538	"Richardson TG"
rs2642438-A	3E-18	-	0.29615	-	"0.0381422 unit decrease"	[0.03-0.047]	MTARC1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	1:220796686	35213538	"Richardson TG"
rs553427-C	2E-11	-	0.482963	-	"0.0268913 unit decrease"	[0.019-0.035]	LINC00184,LINC01132	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	1:234717013	35213538	"Richardson TG"
rs35633876-G	4E-9	-	0.518142	-	"0.0235726 unit increase"	[0.016-0.031]	RPS16P2,RN7SL140P	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	2:20163313	35213538	"Richardson TG"
rs562338-A	3E-81	-	0.180384	-	"0.0988703 unit decrease"	[0.089-0.109]	APOB,TDRD15	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	2:21065449	35213538	"Richardson TG"
rs4299376-G	8E-28	-	0.323723	-	"0.0467087 unit increase"	[0.038-0.055]	ABCG8	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	2:43845437	35213538	"Richardson TG"
rs2943650-C	6E-11	-	0.355246	-	"0.0272614 unit increase"	[0.019-0.035]	MIR5702,NYAP2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	2:226241205	35213538	"Richardson TG"
rs187814248-T	4E-8	-	0.994129	-	"0.154255 unit decrease"	[0.099-0.209]	TBC1D5	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	3:18222564	35213538	"Richardson TG"
rs1499279-T	6E-9	-	0.958377	-	"0.0581984 unit increase"	[0.039-0.078]	ITGA1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	5:52810444	35213538	"Richardson TG"
rs3846662-A	2E-42	-	0.575889	-	"0.0551852 unit decrease"	[0.047-0.063]	HMGCR	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	5:75355259	35213538	"Richardson TG"
rs1895233-G	1E-9	-	0.455224	-	"0.0243866 unit decrease"	[0.017-0.032]	CSNK1G3	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	5:123589170	35213538	"Richardson TG"
rs6882345-G	7E-9	-	0.367164	-	"0.0239008 unit decrease"	[0.016-0.032]	TIMD4,HAVCR1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	5:156970662	35213538	"Richardson TG"
rs7773004-A	2E-11	-	0.502717	-	"0.0269132 unit decrease"	[0.019-0.035]	H2BC9,H3C8	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	6:26267527	35213538	"Richardson TG"
rs72843670-T	2E-9	-	0.861632	-	"0.0344785 unit decrease"	[0.023-0.046]	POLR1HASP,HLA-G	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	6:29845118	35213538	"Richardson TG"
rs116010992-G	7E-9	-	0.944836	-	"0.0521034 unit increase"	[0.034-0.07]	HLA-B	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	6:31359965	35213538	"Richardson TG"
rs147841808-C	5E-13	-	0.867699	-	"0.0434275 unit decrease"	[0.032-0.055]	HLA-DQA1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	6:32634030	35213538	"Richardson TG"
rs12208357-C	8E-9	-	0.93	-	"0.0453394 unit decrease"	[0.03-0.061]	SLC22A1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	6:160122116	35213538	"Richardson TG"
rs374071816-T	2E-11	-	0.907751	-	"0.0489089 unit decrease"	[0.035-0.063]	PLG,LPA	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	6:160682773	35213538	"Richardson TG"
rs1057558-T	4E-11	-	0.779688	-	"0.031897 unit increase"	[0.022-0.041]	C7orf50	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	7:1022730	35213538	"Richardson TG"
rs10642257-A	5E-9	-	0.839842	-	"0.0319827 unit decrease"	[0.021-0.043]	MIR148A,NFE2L3	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	7:25952704	35213538	"Richardson TG"
rs12056034-A	1E-16	-	0.874307	-	"0.0497916 unit decrease"	[0.038-0.062]	BAZ1B	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	7:73464315	35213538	"Richardson TG"
rs10953298-C	2E-8	-	0.764437	-	"0.0263861 unit increase"	[0.017-0.036]	TFR2,MOSPD3	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	7:100619150	35213538	"Richardson TG"
rs1461729-A	2E-17	-	0.100763	-	"0.0564393 unit decrease"	[0.043-0.069]	PPP1R3B-DT	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	8:9329732	35213538	"Richardson TG"
rs117026536-G	2E-32	-	0.900082	-	"0.0789136 unit decrease"	[0.066-0.092]	LPL	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	8:19961262	35213538	"Richardson TG"
rs112875651-G	8E-19	-	0.607621	-	"0.0367058 unit increase"	[0.029-0.045]	TRIB1AL	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	8:125494452	35213538	"Richardson TG"
rs2740488-A	5E-9	-	0.734687	-	"0.0264669 unit increase"	[0.018-0.035]	ABCA1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	9:104899461	35213538	"Richardson TG"
rs115478735-A	4E-32	-	0.816696	-	"0.0609484 unit decrease"	[0.051-0.071]	ABO	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	9:133274295	35213538	"Richardson TG"
rs10822145-C	1E-17	-	0.523143	-	"0.0340922 unit decrease"	[0.026-0.042]	JMJD1C	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	10:63174788	35213538	"Richardson TG"
rs2792735-G	5E-19	-	0.27966	-	"0.0396353 unit increase"	[0.031-0.048]	GPAM	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	10:112162067	35213538	"Richardson TG"
rs102275-T	3E-78	-	0.65021	-	"0.0781308 unit increase"	[0.07-0.086]	TMEM258	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	11:61790331	35213538	"Richardson TG"
rs144023941-A	3E-11	-	0.840096	-	"0.03639 unit increase"	[0.026-0.047]	MOGAT2,RN7SL786P	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	11:75741442	35213538	"Richardson TG"
rs4307732-G	2E-10	-	0.894067	-	"0.0413376 unit decrease"	[0.029-0.054]	ST3GAL4	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	11:126375060	35213538	"Richardson TG"
rs769211849-CTTAT	9E-9	-	0.774538	-	"0.0276621 unit decrease"	[0.018-0.037]	KLRG1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	12:8971389	35213538	"Richardson TG"
rs653178-C	2E-14	-	0.483964	-	"0.0305813 unit decrease"	[0.023-0.038]	ATXN2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	12:111569952	35213538	"Richardson TG"
rs2384049-A	1E-8	-	0.2826	-	"0.0254079 unit decrease"	[0.017-0.034]	RPH3A	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	12:112697726	35213538	"Richardson TG"
rs1169294-G	3E-12	-	0.689908	-	"0.0302645 unit decrease"	[0.022-0.039]	HNF1A	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	12:120988791	35213538	"Richardson TG"
rs61946991-A	1E-8	-	0.548351	-	"0.0240807 unit increase"	[0.016-0.032]	N4BP2L1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	13:32402517	35213538	"Richardson TG"
rs117519814-G	1E-8	-	0.932577	-	"0.0455642 unit increase"	[0.03-0.061]	PDIA3	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	15:43760050	35213538	"Richardson TG"
rs1973688-C	5E-11	-	0.717503	-	"0.0292635 unit increase"	[0.021-0.038]	ALDH1A2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	15:58290341	35213538	"Richardson TG"
rs261290-T	8E-61	-	0.345355	-	"0.0691816 unit increase"	[0.061-0.077]	ALDH1A2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	15:58386521	35213538	"Richardson TG"
rs261334-G	1E-49	-	0.211753	-	"0.0721808 unit increase"	[0.063-0.082]	LIPC,ALDH1A2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	15:58434545	35213538	"Richardson TG"
rs11648086-G	7E-10	-	0.66176	-	"0.029461 unit decrease"	[0.02-0.039]	PDXDC1,NPIPA1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	16:14960164	35213538	"Richardson TG"
rs77303550-C	3E-9	-	0.807295	-	"0.0301521 unit increase"	[0.02-0.04]	DHODH,HP	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	16:72045758	35213538	"Richardson TG"
rs200489612-G	6E-12	-	0.994772	-	"0.205705 unit increase"	[0.15-0.26]	DLG4	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	17:7203059	35213538	"Richardson TG"
rs72836561-C	1E-17	-	0.968518	-	"0.0976242 unit increase"	[0.075-0.12]	CD300LG	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	17:43848758	35213538	"Richardson TG"
rs4794048-A	8E-14	-	0.519202	-	"0.0299423 unit decrease"	[0.022-0.038]	TBKBP1,KPNB1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	17:47685707	35213538	"Richardson TG"
rs1801689-A	5E-11	-	0.969474	-	"0.0764058 unit decrease"	[0.054-0.099]	APOH	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	17:66214462	35213538	"Richardson TG"
rs77542162-A	2E-28	-	0.977334	-	"0.14854 unit decrease"	[0.12-0.17]	ABCA6	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	17:69085137	35213538	"Richardson TG"
rs77960347-A	3E-20	-	0.986766	-	"0.160811 unit decrease"	[0.13-0.19]	LIPG	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	18:49583585	35213538	"Richardson TG"
rs7241918-G	7E-13	-	0.1771	-	"0.0376778 unit decrease"	[0.027-0.048]	LIPG,SMUG1P1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	18:49634583	35213538	"Richardson TG"
rs116843064-G	4E-14	-	0.980149	-	"0.107745 unit decrease"	[0.08-0.136]	ANGPTL4	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:8364439	35213538	"Richardson TG"
rs73013176-T	3E-13	-	0.988719	-	"0.140067 unit increase"	[0.1-0.18]	SMARCA4	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:11036850	35213538	"Richardson TG"
rs147985405-G	9E-129	-	0.880638	-	"0.148052 unit increase"	[0.14-0.16]	LDLR,SMARCA4	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:11087075	35213538	"Richardson TG"
rs58542926-C	3E-27	-	0.925601	-	"0.0819405 unit increase"	[0.067-0.097]	TM6SF2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:19268740	35213538	"Richardson TG"
rs141810580-A	5E-18	-	0.947192	-	"0.0769532 unit increase"	[0.06-0.094]	CEACAM20	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44526876	35213538	"Richardson TG"
rs111740474-G	5E-9	-	0.985295	-	"0.101018 unit decrease"	[0.067-0.135]	CEACAM16-AS1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44720227	35213538	"Richardson TG"
rs80168591-G	4E-11	-	0.986841	-	"0.128069 unit decrease"	[0.09-0.166]	CBLC	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44781370	35213538	"Richardson TG"
rs112450640-G	2E-197	-	0.980495	-	"0.434049 unit increase"	[0.41-0.46]	CBLC	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44793107	35213538	"Richardson TG"
rs118147862-G	2E-484	-	0.954236	-	"0.46257 unit increase"	[0.44-0.48]	BCAM	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44816374	35213538	"Richardson TG"
rs749132185-T	1E-9	-	0.967127	-	"0.0824355 unit decrease"	[0.056-0.109]	NECTIN2,BCAM	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44827079	35213538	"Richardson TG"
rs3745151-G	9E-30	-	0.997549	-	"0.467925 unit increase"	[0.39-0.55]	NECTIN2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44882661	35213538	"Richardson TG"
rs1081105-A	8E-32	-	0.972379	-	"0.142743 unit decrease"	[0.12-0.17]	APOE,APOC1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44909698	35213538	"Richardson TG"
rs12691088-G	8E-23	-	0.979087	-	"0.146849 unit decrease"	[0.12-0.18]	APOC1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:44915229	35213538	"Richardson TG"
rs576269767-C	2E-23	-	0.996163	-	"0.335347 unit increase"	[0.27-0.4]	RELB	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:45001969	35213538	"Richardson TG"
rs150262789-C	4E-11	-	0.983855	-	"0.107978 unit increase"	[0.076-0.14]	NANOS2,NOVA2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:45933306	35213538	"Richardson TG"
rs485186-A	3E-12	-	0.464343	-	"0.0279368 unit decrease"	[0.02-0.036]	FUT2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	19:48703949	35213538	"Richardson TG"
rs2618566-G	8E-10	-	0.339706	-	"0.0258585 unit increase"	[0.018-0.034]	RNU6-192P,BANF2	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	20:17864040	35213538	"Richardson TG"
